data.date,data.owned or leased,data.parking spaces,data.status,data.type,location.congressional district,location,region_id,data.disabilities.ADA Accessible,usable,City,location.address.state,address_code
1933.1.1,OWNED,29,ACTIVE,BUILDING,1,CT0013,1,Will Conform,97072,HARTFORD,CT,61031125
2019.1.1,OWNED,0,ACTIVE,BUILDING,3,CT0024,1,Will Conform,67717,NEW HAVEN,CT,65102001
1933.1.1,LEASED,2,ACTIVE,BUILDING,5,CT0047,1,Will Conform,7442,WATERBURY,CT,67029998
1963.1.1,OWNED,103,ACTIVE,BUILDING,1,CT0053,1,Will Conform,203175,HARTFORD,CT,61031804
1967.1.1,OWNED,131,ACTIVE,BUILDING,4,CT0059,1,Will Conform,86215,BRIDGEPORT,CT,66044706
1969.1.1,OWNED,5,ACTIVE,BUILDING,5,CT0060,1,Will Conform,5052,TORRINGTON,CT,67906407
1977.1.1,OWNED,74,ACTIVE,BUILDING,3,CT0061,1,Will Conform,82729,NEW HAVEN,CT,65112020
0,LEASED,164,ACTIVE,BUILDING,1,CT3316,1,Will Conform,37395,EAST HARTFORD,CT,61083234
0,LEASED,8,ACTIVE,BUILDING,4,CT3319,1,Will Conform,5020,STAMFORD,CT,69012797
0,LEASED,1,ACTIVE,BUILDING,3,CT3322,1,Will Conform,5045,MIDDLETOWN,CT,6457
0,LEASED,0,ACTIVE,BUILDING,1,CT3323,1,Will Conform,15150,EAST HARTFORD,CT,61084200
0,LEASED,5,ACTIVE,BUILDING,3,CT3326,1,Will Conform,3293,NEW HAVEN,CT,65101300
0,LEASED,46,ACTIVE,BUILDING,3,CT3331,1,Will Conform,95786,NEW HAVEN,CT,65102100
0,LEASED,35,ACTIVE,BUILDING,3,CT3341,1,Will Conform,18070,NEW HAVEN,CT,65107013
0,LEASED,2,ACTIVE,BUILDING,1,CT3351,1,Will Conform,5200,GLASTONBURY,CT,60332411
0,LEASED,39,ACTIVE,BUILDING,5,CT3354,1,Will Conform,11670,MERIDEN,CT,64504893
0,LEASED,28,ACTIVE,BUILDING,2,CT3358,1,Will Conform,6306,NEW LONDON,CT,6320
0,LEASED,103,ACTIVE,BUILDING,4,CT3360,1,Will Conform,31055,BRIDGEPORT,CT,66044725
0,LEASED,11,ACTIVE,BUILDING,3,CT3362,1,Will Conform,1950,MIDDLETOWN,CT,64573346
0,LEASED,4,ACTIVE,BUILDING,2,CT3363,1,Will Conform,1507,GROTON,CT,63404259
0,LEASED,9,ACTIVE,BUILDING,1,CT3369,1,Will Conform,21432,HARTFORD,CT,61031221
0,LEASED,28,ACTIVE,BUILDING,1,CT3373,1,Yes,12906,EAST HARTFORD,CT,61083316
0,LEASED,220,ACTIVE,BUILDING,3,CT3375,1,Yes,78826,NEW HAVEN,CT,65116505
0,LEASED,1,ACTIVE,BUILDING,5,CT3376,1,Yes,8439,DANBURY,CT,68106376
0,LEASED,52,ACTIVE,BUILDING,2,CT3389,1,Yes,10302,TOLLAND,CT,60843917
0,LEASED,8,ACTIVE,BUILDING,1,CT3393,1,Yes,5198,HARTFORD,CT,61061976
0,LEASED,5,ACTIVE,BUILDING,1,CT3395,1,Yes,11825,WINDSOR LOCKS,CT,60961042
0,LEASED,25,ACTIVE,BUILDING,2,CT3398,1,Yes,6065,WILLIMANTIC,CT,62261940
0,LEASED,0,ACTIVE,BUILDING,2,CT3400,1,Yes,1137,NEW LONDON,CT,63204974
0,LEASED,164,ACTIVE,BUILDING,2,CT3402,1,Yes,47200,NEW LONDON,CT,63205506
0,LEASED,10,ACTIVE,BUILDING,1,CT3403,1,Yes,22050,HARTFORD,CT,61031224
0,LEASED,40,ACTIVE,BUILDING,4,CT3408,1,Yes,8621,SHELTON,CT,64844722
0,LEASED,0,ACTIVE,BUILDING,3,CT3409,1,Yes,459,NEW HAVEN,CT,65123652
0,LEASED,3,ACTIVE,BUILDING,2,CT3410,1,Yes,1004,TOLLAND,CT,60842604
2009.6.25,LEASED,17,ACTIVE,BUILDING,1,CT3412,1,Yes,5303,HARTFORD,CT,61068003
2009.4.1,LEASED,15,ACTIVE,BUILDING,3,CT3413,1,Yes,27394,HAMDEN,CT,6514
2008.2.1,LEASED,22,ACTIVE,BUILDING,2,CT3414,1,Yes,6266,NEW LONDON,CT,63206309
2009.10.1,LEASED,32,ACTIVE,BUILDING,1,CT3416,1,Yes,13705,ROCKY HILL,CT,60673433
2009.9.1,LEASED,28,ACTIVE,BUILDING,3,CT3418,1,Yes,11162,NEW HAVEN,CT,65103014
2009.3.19,LEASED,6,ACTIVE,BUILDING,4,CT3421,1,Yes,1380,STAMFORD,CT,69012902
2009.6.25,LEASED,40,ACTIVE,BUILDING,1,CT3425,1,No,6314,EAST HARTFORD,CT,61082425
2000.7.1,LEASED,19,ACTIVE,BUILDING,3,CT3429,1,Yes,4048,ANSONIA,CT,64012307
1985.5.1,LEASED,31,ACTIVE,BUILDING,3,CT3433,1,Will Conform,4217,WALLINGFORD,CT,64921885
0,LEASED,25,ACTIVE,BUILDING,3,CT3435,1,Will Conform,3961,ORANGE,CT,64773559
2010.6.9,LEASED,6,ACTIVE,BUILDING,4,CT3438,1,Yes,18405,NORWALK,CT,68511080
0,LEASED,36,ACTIVE,BUILDING,5,CT3441,1,Yes,8648,WATERBURY,CT,67021511
0,LEASED,2,ACTIVE,BUILDING,1,CT3444,1,Yes,4655,HARTFORD,CT,61033509
0,LEASED,40,ACTIVE,BUILDING,4,CT3446,1,Yes,19265,STAMFORD,CT,69026943
0,LEASED,10,ACTIVE,BUILDING,2,CT3448,1,Yes,2237,GROTON,CT,63403629
0,LEASED,25,ACTIVE,BUILDING,4,CT3450,1,Yes,11406,BRIDGEPORT,CT,66043928
0,LEASED,14,ACTIVE,BUILDING,2,CT3451,1,Yes,5375,NORWICH,CT,63605703
0,LEASED,5,ACTIVE,BUILDING,4,CT3452,1,Yes,850,NORWALK,CT,68515014
0,LEASED,0,ACTIVE,BUILDING,1,CT3453,1,Yes,6322,WINDSOR LOCKS,CT,6096
0,LEASED,1,ACTIVE,BUILDING,5,CT3457,1,Will Conform,4968,MERIDEN,CT,6450
0,LEASED,10,ACTIVE,STRUCTURE,1,CT3458,1,Will Conform,0,HARTFORD,CT,61061939
0,LEASED,2,ACTIVE,BUILDING,5,CT3460,1,Will Conform,8400,DANBURY,CT,68105429
0,LEASED,0,ACTIVE,BUILDING,5,CT3462,1,Yes,0,WATERBURY,CT,67021919
0,LEASED,4,ACTIVE,BUILDING,5,CT3463,1,Will Conform,6940,NEW BRITAIN,CT,60512612
2018.1.1,OWNED,3,ACTIVE,BUILDING,8,MA0011,1,Yes,92762,BOSTON,MA,21103349
1933.1.1,OWNED,32,ACTIVE,BUILDING,8,MA0013,1,Will Conform,400457,BOSTON,MA,21093901
1998.9.1,OWNED,69,ACTIVE,BUILDING,8,MA0050,1,Will Conform,562886,BOSTON,MA,22103024
2008.8.1,OWNED,86,ACTIVE,BUILDING,1,MA0051,1,Will Conform,80851,SPRINGFIELD,MA,11051686
1836.1.1,OWNED,6,ACTIVE,BUILDING,9,MA0076,1,Will Conform,3428,NEW BEDFORD,MA,27406329
1932.1.1,OWNED,4,ACTIVE,BUILDING,2,MA0113,1,Will Conform,62795,WORCESTER,MA,16082093
1973.1.1,OWNED,203,ACTIVE,BUILDING,3,MA0129,1,Will Conform,58860,FITCHBURG,MA,14203007
1966.1.1,OWNED,257,ACTIVE,BUILDING,8,MA0131,1,Yes,618947,BOSTON,MA,22030002
1969.1.1,OWNED,50,ACTIVE,BUILDING,4,MA0135,1,Will Conform,6984,FALL RIVER,MA,27202131
1966.1.1,OWNED,0,ACTIVE,BUILDING,5,MA0136,1,Yes,129115,WALTHAM,MA,24526322
1966.1.1,OWNED,1688,ACTIVE,BUILDING,3,MA0137,1,Will Conform,323741,ANDOVER,MA,18102927
1973.1.1,OWNED,20,ACTIVE,BUILDING,3,MA0138,1,Yes,5080,HAVERHILL,MA,18304091
1986.6.30,OWNED,267,ACTIVE,BUILDING,8,MA0153,1,Yes,523964,BOSTON,MA,22221048
1974.1.1,OWNED,52,ACTIVE,BUILDING,9,MA0158,1,Will Conform,23811,NEW BEDFORD,MA,27406110
1977.1.1,OWNED,62,ACTIVE,BUILDING,1,MA0180,1,Will Conform,17752,PITTSFIELD,MA,12016171
1970.1.1,OWNED,575,ACTIVE,BUILDING,7,MA0182,1,Yes,314687,CAMBRIDGE,MA,21421001
1940.1.1,OWNED,45,ACTIVE,BUILDING,8,MA0188,1,Yes,13436,BOSTON,MA,2210
1946.1.1,OWNED,0,ACTIVE,BUILDING,5,MA0801,1,Will Conform,0,WALTHAM,MA,24526322
0,LEASED,15,ACTIVE,BUILDING,2,MA1855,1,Will Conform,4256,UXBRIDGE,MA,15691560
0,LEASED,0,ACTIVE,BUILDING,7,MA5386,1,Will Conform,0,EVERETT,MA,21495806
0,LEASED,30,ACTIVE,BUILDING,6,MA5431,1,Will Conform,9857,LYNN,MA,19011336
0,LEASED,400,ACTIVE,BUILDING,6,MA5466,1,Will Conform,81056,BURLINGTON,MA,18035213
0,LEASED,1,ACTIVE,BUILDING,9,MA5490,1,Will Conform,7910,HANOVER,MA,23392322
0,LEASED,21,ACTIVE,BUILDING,2,MA5612,1,Will Conform,2664,AMHERST,MA,10022946
0,LEASED,242,ACTIVE,BUILDING,5,MA5632,1,Will Conform,61854,STONEHAM,MA,21803500
0,LEASED,13,ACTIVE,BUILDING,9,MA5645,1,Will Conform,16339,FALMOUTH,MA,25401666
0,LEASED,0,ACTIVE,BUILDING,9,MA5646,1,Yes,900,HYANNIS,MA,26011883
0,LEASED,4,ACTIVE,BUILDING,8,MA5649,1,Will Conform,3524,BRAINTREE,MA,21845366
2010.10.1,LEASED,26,ACTIVE,BUILDING,3,MA5650,1,Yes,6481,METHUEN,MA,18441900
0,LEASED,243,ACTIVE,STRUCTURE,8,MA5654,1,Yes,0,BOSTON,MA,21142010
0,LEASED,2,ACTIVE,BUILDING,8,MA5663,1,Yes,32879,BOSTON,MA,21144711
0,LEASED,23,ACTIVE,BUILDING,7,MA5671,1,Yes,9242,BOSTON,MA,21191775
0,LEASED,43,ACTIVE,BUILDING,9,MA5673,1,Yes,4600,HYANNIS,MA,26013112
0,LEASED,26,ACTIVE,BUILDING,9,MA5675,1,Yes,13202,NEW BEDFORD,MA,27406664
0,LEASED,0,ACTIVE,BUILDING,1,MA5678,1,Yes,742,SPRINGFIELD,MA,11051263
0,LEASED,26,ACTIVE,BUILDING,2,MA5681,1,Yes,15103,WORCESTER,MA,16082359
0,LEASED,30,ACTIVE,BUILDING,8,MA5682,1,Yes,6841,BOSTON,MA,22102425
0,LEASED,5,ACTIVE,BUILDING,7,MA5683,1,Yes,2125,CHELSEA,MA,21502376
0,LEASED,285,ACTIVE,BUILDING,2,MA5771,1,Will Conform,62800,HADLEY,MA,10359587
0,LEASED,30,ACTIVE,BUILDING,2,MA5785,1,Will Conform,24605,WORCESTER,MA,16081413
0,LEASED,819,ACTIVE,BUILDING,3,MA5790,1,Will Conform,25273,LAWRENCE,MA,18432810
0,LEASED,53,ACTIVE,BUILDING,1,MA5793,1,Will Conform,30919,SPRINGFIELD,MA,11031406
0,LEASED,0,ACTIVE,BUILDING,1,MA5794,1,Will Conform,133443,PITTSFIELD,MA,12018298
0,LEASED,1,ACTIVE,BUILDING,2,MA5809,1,Will Conform,16500,WORCESTER,MA,16082058
0,LEASED,119,ACTIVE,BUILDING,3,MA5813,1,Yes,30844,LOWELL,MA,18518100
0,LEASED,2,ACTIVE,BUILDING,8,MA5819,1,No,582,QUINCY,MA,21697468
2009.4.1,LEASED,73,ACTIVE,BUILDING,4,MA5826,1,Will Conform,11086,TAUNTON,MA,27802714
0,LEASED,29,ACTIVE,BUILDING,1,MA5829,1,Yes,14162,SPRINGFIELD,MA,11031406
0,LEASED,8,ACTIVE,BUILDING,3,MA5831,1,Yes,3900,LOWELL,MA,18514429
0,LEASED,60,ACTIVE,BUILDING,3,MA5832,1,Yes,25616,LOWELL,MA,18515018
0,LEASED,387,ACTIVE,BUILDING,3,MA5834,1,Yes,97256,CONCORD,MA,17422718
0,LEASED,0,ACTIVE,BUILDING,5,MA5835,1,Yes,0,WALTHAM,MA,24528405
1985.8.1,LEASED,3,ACTIVE,BUILDING,8,MA5837,1,Yes,2500,QUINCY,MA,21694339
0,LEASED,23,ACTIVE,BUILDING,2,MA5842,1,Yes,20394,NORTHBOROUGH,MA,15321994
1999.1.1,LEASED,1,ACTIVE,BUILDING,4,MA5845,1,Yes,7285,ATTLEBORO,MA,27032359
0,LEASED,95,ACTIVE,BUILDING,6,MA5847,1,Yes,49950,WILMINGTON,MA,18874611
0,LEASED,140,ACTIVE,BUILDING,3,MA5851,1,Yes,49262,NORTH CHELMSFORD,MA,1863
0,LEASED,4,ACTIVE,BUILDING,6,MA5861,1,Yes,1016,BEVERLY,MA,19156115
1985.10.1,LEASED,0,ACTIVE,BUILDING,5,MA5863,1,Yes,9190,SOUTHBOROUGH,MA,17721660
1999.12.1,LEASED,23,ACTIVE,BUILDING,3,MA5866,1,Yes,11128,LOWELL,MA,18522647
0,LEASED,1,ACTIVE,BUILDING,1,MA5867,1,Yes,10450,HOLYOKE,MA,10406507
2009.8.1,LEASED,10,ACTIVE,BUILDING,7,MA5868,1,Yes,20385,CHELSEA,MA,21501806
2001.5.25,LEASED,1,ACTIVE,BUILDING,9,MA5869,1,Yes,4200,EAST FALMOUTH,MA,25364440
0,LEASED,4,ACTIVE,BUILDING,9,MA5871,1,Yes,1112,HYANNIS,MA,26012900
2008.5.5,LEASED,1,ACTIVE,BUILDING,9,MA5874,1,Yes,530,NANTUCKET,MA,25542894
0,LEASED,18,ACTIVE,BUILDING,8,MA5876,1,Yes,5422,NORWOOD,MA,20624691
0,LEASED,6,ACTIVE,BUILDING,8,MA5881,1,Yes,41005,BOSTON,MA,21102320
0,LEASED,3,ACTIVE,BUILDING,6,MA5883,1,Yes,4528,NORTH ANDOVER,MA,18451049
0,LEASED,76,ACTIVE,BUILDING,1,MA5890,1,Will Conform,19000,SPRINGFIELD,MA,11043402
0,LEASED,6,ACTIVE,BUILDING,8,MA5891,1,Yes,1718,WESTWOOD,MA,20902311
0,LEASED,35,ACTIVE,BUILDING,7,MA5893,1,Yes,7196,BOSTON,MA,21222829
0,LEASED,5,ACTIVE,BUILDING,5,MA5897,1,Yes,4237,WOBURN,MA,18016346
0,LEASED,126,ACTIVE,BUILDING,6,MA5900,1,Yes,38386,BURLINGTON,MA,18305214
0,LEASED,6,ACTIVE,BUILDING,7,MA5905,1,Yes,3740,CHELSEA,MA,21502345
0,LEASED,5,ACTIVE,BUILDING,6,MA5907,1,Yes,8000,MIDDLETON,MA,19491602
0,LEASED,63,ACTIVE,BUILDING,8,MA5908,1,Yes,12500,BROCKTON,MA,23011843
0,LEASED,0,ACTIVE,BUILDING,9,MA5912,1,Yes,221,VINEYARD HAVEN,MA,25688144
0,LEASED,1,ACTIVE,BUILDING,5,MA5915,1,Will Conform,8639,FRAMINGHAM,MA,17028172
2008.5.5,LEASED,9,ACTIVE,BUILDING,4,MA5917,1,Yes,7151,LAKEVILLE,MA,23473629
2016.10.14,LEASED,400,ACTIVE,BUILDING,7,MA5924,1,Yes,200600,CHELSEA,MA,2150
2008.11.1,LEASED,14,ACTIVE,BUILDING,6,MA5930,1,Yes,6686,WAKEFIELD,MA,18806241
2007.11.2,LEASED,7,ACTIVE,BUILDING,2,MA5932,1,Yes,1097,SUTTON,MA,15901660
2009.6.25,LEASED,18,ACTIVE,BUILDING,3,MA5935,1,Yes,4191,ANDOVER,MA,18101072
1986.1.1,LEASED,5,ACTIVE,BUILDING,6,MA5937,1,Yes,2139,BURLINGTON,MA,18034537
2009.6.8,LEASED,87,ACTIVE,BUILDING,3,MA5939,1,Yes,27449,LAWRENCE,MA,18401602
0,LEASED,1,ACTIVE,BUILDING,7,MA5941,1,Yes,6630,BOSTON,MA,21311732
2010.2.23,LEASED,0,ACTIVE,BUILDING,9,MA5942,1,Yes,3479,HYANNIS,MA,26011816
2009.3.12,LEASED,20,ACTIVE,BUILDING,9,MA5944,1,Yes,3970,FAIRHAVEN,MA,27193156
2009.1.1,LEASED,70,ACTIVE,BUILDING,8,MA5955,1,Yes,11987,BROCKTON,MA,23015521
2010.1.1,LEASED,1,ACTIVE,BUILDING,5,MA5958,1,Yes,10621,MALDEN,MA,21486709
2009.7.30,LEASED,1,ACTIVE,BUILDING,5,MA5964,1,Yes,12364,CAMBRIDGE,MA,21381172
2001.1.15,LEASED,28,ACTIVE,BUILDING,8,MA5965,1,Yes,4976,BRIDGEWATER,MA,23241065
2009.11.1,LEASED,0,ACTIVE,BUILDING,1,MA5977,1,Yes,1112,SPRINGFIELD,MA,11031628
2009.8.15,LEASED,0,ACTIVE,BUILDING,8,MA5980,1,Yes,15519,BOSTON,MA,22101276
2009.10.8,LEASED,22,ACTIVE,BUILDING,1,MA5982,1,Yes,17348,SPRINGFIELD,MA,11031413
0,LEASED,15,ACTIVE,BUILDING,8,MA5983,1,Yes,5000,BOSTON,MA,22102303
0,LEASED,1,ACTIVE,BUILDING,2,MA5984,1,Yes,4191,WORCESTER,MA,16081708
0,LEASED,1,ACTIVE,BUILDING,1,MA5986,1,Yes,4085,NORTH ADAMS,MA,12472454
2010.6.7,LEASED,15,ACTIVE,BUILDING,2,MA5989,1,Yes,2360,BOYLSTON,MA,15051723
1999.6.25,LEASED,13,ACTIVE,BUILDING,9,MA5991,1,Yes,12641,EAST FALMOUTH,MA,2536
0,LEASED,32,ACTIVE,BUILDING,1,MA5992,1,Yes,5269,SPRINGFIELD,MA,11051515
2010.7.1,LEASED,20,ACTIVE,BUILDING,3,MA5993,1,Yes,4177,GARDNER,MA,14402903
2010.10.1,LEASED,1,ACTIVE,BUILDING,5,MA6001,1,Yes,5681,WALTHAM,MA,24528412
0,LEASED,5,ACTIVE,BUILDING,8,MA6007,1,Yes,1645,BROCKTON,MA,23015560
0,LEASED,1,ACTIVE,BUILDING,8,MA6009,1,Will Conform,47769,BOSTON,MA,21101424
0,LEASED,0,ACTIVE,BUILDING,2,MA6011,1,Yes,297,WORCESTER,MA,16022201
0,LEASED,16,ACTIVE,BUILDING,6,MA6013,1,Will Conform,4609,NORTH ANDOVER,MA,1845
0,LEASED,19,ACTIVE,BUILDING,2,MA6014,1,Yes,19503,AMHERST,MA,10022946
0,LEASED,2,ACTIVE,BUILDING,1,MA6015,1,Yes,170,HOLYOKE,MA,10402841
0,LEASED,1,ACTIVE,BUILDING,9,MA6016,1,Will Conform,5915,HYANNIS,MA,26011898
0,LEASED,50,ACTIVE,BUILDING,4,MA6017,1,Will Conform,10938,NORTON,MA,2766
0,LEASED,0,ACTIVE,BUILDING,8,MA6018,1,Will Conform,0,BOSTON,MA,22102318
0,LEASED,20,ACTIVE,BUILDING,6,MA6022,1,Yes,6163,SALEM,MA,19705582
0,LEASED,0,ACTIVE,BUILDING,8,MA6023,1,Will Conform,7268,QUINCY,MA,21695230
0,LEASED,12,ACTIVE,BUILDING,4,MA6024,1,Will Conform,9000,HOPEDALE,MA,1747
0,LEASED,9,ACTIVE,BUILDING,5,MA6025,1,Yes,3818,WOBURN,MA,1801
0,LEASED,15,ACTIVE,BUILDING,7,MA6029,1,Will Conform,6950,SOMERVILLE,MA,21434223
0,LEASED,20,ACTIVE,BUILDING,8,MA6030,1,Will Conform,4725,BROCKTON,MA,2301
0,LEASED,0,ACTIVE,BUILDING,5,MA6032,1,Yes,2155,WALTHAM,MA,24528401
0,LEASED,14,ACTIVE,BUILDING,7,MA6036,1,Yes,2624,EVERETT,MA,21495505
0,LEASED,0,ACTIVE,BUILDING,2,MA6038,1,Will Conform,0,WEST BOYLSTON,MA,15831756
1994.1.1,OWNED,2,ACTIVE,BUILDING,2,ME0012,1,Will Conform,1938,"TOWNSHIP 15,RANGE 15 WELS",ME,47749998
2010.6.16,OWNED,0,ACTIVE,BUILDING,2,ME0013,1,Yes,383,"TOWNSHIP 15,RANGE 15 WELS",ME,47749998
2011.1.1,OWNED,16,ACTIVE,BUILDING,1,ME0034,1,Will Conform,51028,PORTLAND,ME,41014152
1871.1.1,OWNED,0,ACTIVE,BUILDING,1,ME0035,1,Will Conform,8208,PORTLAND,ME,41014110
1961.1.1,OWNED,13,ACTIVE,BUILDING,2,ME0051,1,Will Conform,7476,MADAWASKA,ME,47561298
1967.1.1,OWNED,181,ACTIVE,BUILDING,2,ME0061,1,Will Conform,90918,BANGOR,ME,44014901
1966.1.1,OWNED,183,ACTIVE,BUILDING,1,ME0068,1,Will Conform,70150,AUGUSTA,ME,43306325
1965.1.1,OWNED,49,ACTIVE,BUILDING,2,ME0074,1,Will Conform,9610,HOULTON,ME,4730
1965.1.1,LEASED,3,ACTIVE,BUILDING,2,ME0075,1,Will Conform,1369,LUBEC,ME,46529998
1970.1.1,OWNED,6,ACTIVE,BUILDING,2,ME0078,1,Will Conform,5959,PRESQUE ISLE,ME,47692811
1950.10.1,OWNED,23,ACTIVE,STRUCTURE,1,ME0087,1,Will Conform,0,PORTLAND,ME,41011912
1981.1.1,OWNED,10,ACTIVE,BUILDING,2,ME0088,1,Will Conform,11019,FORT KENT,ME,47439998
2009.11.1,OWNED,0,ACTIVE,BUILDING,2,ME0089,1,Yes,1617,HOULTON,ME,4730
2013.11.26,OWNED,2,ACTIVE,BUILDING,2,ME0091,1,Will Conform,1420,CALAIS,ME,46191037
2000.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0092,1,No,1706,HODGDON,ME,4730
2000.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0093,1,No,272,HOULTON,ME,4730
2000.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0094,1,No,319,HOULTON,ME,4730
2000.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0095,1,No,319,HOULTON,ME,4730
1935.10.1,OWNED,16,ACTIVE,BUILDING,2,ME0501,1,Will Conform,7684,CALAIS,ME,46199998
1935.10.1,OWNED,0,ACTIVE,BUILDING,2,ME0503,1,Will Conform,978,CALAIS,ME,46199998
1932.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0551,1,Will Conform,3857,COBURN GORE,ME,49369998
1932.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0552,1,Will Conform,0,COBURN GORE,ME,49369998
1932.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0553,1,Will Conform,1221,COBURN GORE,ME,49369998
1967.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0554,1,Will Conform,1094,COBURN GORE,ME,49369998
1967.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0555,1,Will Conform,1094,COBURN GORE,ME,49369998
1934.1.1,OWNED,12,ACTIVE,BUILDING,2,ME0601,1,Will Conform,3804,FORT FAIRFIELD,ME,47423628
1985.1.1,OWNED,36,ACTIVE,BUILDING,2,ME0661,1,Will Conform,23964,HOULTON,ME,47309998
1985.1.1,OWNED,8,ACTIVE,BUILDING,2,ME0662,1,Will Conform,4060,HOULTON,ME,47309998
1985.1.1,OWNED,12,ACTIVE,BUILDING,2,ME0663,1,Will Conform,3022,HOULTON,ME,47309998
1934.1.1,OWNED,5,ACTIVE,BUILDING,2,ME0701,1,Will Conform,1614,LIMESTONE,ME,47506412
1937.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0751,1,Will Conform,1904,ORIENT,ME,44719998
1937.1.1,OWNED,2,ACTIVE,BUILDING,2,ME0752,1,Will Conform,389,ORIENT,ME,44719998
2009.5.6,OWNED,0,ACTIVE,BUILDING,2,ME0823,1,Yes,28190,SANDY BAY TOWNSHIP,ME,4945
2010.7.12,OWNED,0,ACTIVE,BUILDING,2,ME0824,1,Yes,15357,SANDY BAY TOWNSHIP,ME,4945
2009.8.1,OWNED,0,ACTIVE,BUILDING,2,ME0825,1,Yes,0,SANDY BAY TOWNSHIP,ME,4945
1964.1.1,OWNED,0,ACTIVE,BUILDING,2,ME0831,1,Will Conform,5537,VANCEBORO,ME,4491
1964.1.1,OWNED,2,ACTIVE,BUILDING,2,ME0832,1,Will Conform,512,VANCEBORO,ME,4491
2013.4.30,OWNED,28,ACTIVE,BUILDING,2,ME0843,1,Yes,19168,VAN BUREN,ME,47851102
2013.4.30,OWNED,0,ACTIVE,BUILDING,2,ME0844,1,Yes,9472,VAN BUREN,ME,47851102
2013.4.30,OWNED,0,ACTIVE,BUILDING,2,ME0845,1,Yes,8495,VAN BUREN,ME,47851102
2009.8.1,OWNED,90,ACTIVE,BUILDING,2,ME0851,1,Will Conform,64705,CALAIS,ME,4619
2009.8.1,OWNED,0,ACTIVE,BUILDING,2,ME0852,1,Yes,6452,CALAIS,ME,4619
0,LEASED,7,ACTIVE,BUILDING,1,ME3377,1,Yes,20846,PORTLAND,ME,41014093
0,LEASED,0,ACTIVE,LAND,2,ME4033,1,Will Conform,0,ESTCOURT STATION,ME,47749998
2000.12.1,LEASED,4,ACTIVE,BUILDING,2,ME4129,1,No,1500,JACKMAN,ME,49459998
2002.7.31,LEASED,12,ACTIVE,BUILDING,1,ME4130,1,Yes,3807,PORTLAND,ME,41012444
0,LEASED,36,ACTIVE,BUILDING,1,ME4132,1,Yes,10800,AUGUSTA,ME,43306021
1999.8.1,LEASED,100,ACTIVE,BUILDING,1,ME4134,1,Yes,6270,AUGUSTA,ME,43308035
0,LEASED,5,ACTIVE,BUILDING,1,ME4154,1,Will Conform,5503,PORTLAND,ME,41022137
0,LEASED,0,ACTIVE,BUILDING,1,ME4164,1,Will Conform,5000,KENNEBUNKPORT,ME,40466711
0,LEASED,43,ACTIVE,BUILDING,1,ME4166,1,Will Conform,19816,PORTLAND,ME,41013410
0,LEASED,14,ACTIVE,BUILDING,1,ME4167,1,Will Conform,27836,PORTLAND,ME,41014100
0,LEASED,0,ACTIVE,BUILDING,1,ME4191,1,Will Conform,12559,PORTLAND,ME,41014057
0,LEASED,16,ACTIVE,BUILDING,1,ME4195,1,Will Conform,2608,FALMOUTH,ME,41051755
0,LEASED,3,ACTIVE,BUILDING,1,ME4197,1,Will Conform,19889,PORTLAND,ME,41013306
0,LEASED,31,ACTIVE,BUILDING,1,ME4199,1,Will Conform,6311,SACO,ME,40723509
0,LEASED,8,ACTIVE,BUILDING,1,ME4202,1,Will Conform,6329,AUGUSTA,ME,43307705
0,LEASED,38,ACTIVE,BUILDING,1,ME4204,1,Will Conform,7361,SOUTH PORTLAND,ME,41066909
0,LEASED,30,ACTIVE,BUILDING,1,ME4211,1,Yes,0,PORTLAND,ME,41014187
0,LEASED,20,ACTIVE,BUILDING,1,ME4212,1,Yes,6389,PORTLAND,ME,41014100
0,LEASED,15,ACTIVE,BUILDING,2,ME4225,1,Yes,2758,BELFAST,ME,49156518
0,LEASED,0,ACTIVE,BUILDING,2,ME4227,1,Yes,4017,HOULTON,ME,47302006
0,LEASED,26,ACTIVE,BUILDING,2,ME4229,1,Will Conform,9011,EASTPORT,ME,46310278
0,LEASED,0,ACTIVE,BUILDING,1,ME4231,1,Yes,20,FALMOUTH,ME,41052541
0,LEASED,0,ACTIVE,BUILDING,2,ME4232,1,No,989,JACKMAN,ME,49459998
0,LEASED,0,ACTIVE,BUILDING,2,ME4233,1,No,989,JACKMAN,ME,49455305
0,LEASED,15,ACTIVE,BUILDING,1,ME4235,1,Yes,8215,PORTLAND,ME,41021938
0,LEASED,15,ACTIVE,BUILDING,1,ME4236,1,Yes,8101,PORTLAND,ME,41014000
0,LEASED,1,ACTIVE,BUILDING,2,ME4238,1,Yes,1736,BANGOR,ME,44016394
0,LEASED,6,ACTIVE,BUILDING,1,ME4242,1,Yes,1478,SCARBOROUGH,ME,40746700
1985.1.1,LEASED,8,ACTIVE,BUILDING,2,ME4245,1,Yes,870,BAR HARBOR,ME,4605
